Karmn_1a,SpTnum_1,M_Msol,eM_Msol,Karmn_1,d_pc_1,ed_pc_1,L_Lsol_1,eL_Lsol,F_bol_E-13_ergcm-2s-1,F_x/F_bol,L_x_E28_ergs-1,eL_x_E28_ergs-1,SpTnum_2,SKG,Ref14,SKG_lit,vsini_kms-1,evsini_kms-1,P_d,eP_d,g_mag_1,eg_mag_1,GG_mag,eGG_mag,RP_mag,eRP_mag,L_x/L_Lsol,Karmn_2,Name,B_mag,eB_mag,Ref25,g_mag_2,eg_mag_2,V_mag,eV_mag,Ref29
J02272+545,4.5,,,J02272+545,27.355,0.056,0.0,0.0,0.0,Infinity,1.3862641463591905,0.4522373367059255,4.5,,,,,,,,15.593,0.07,14.0122,0.0029,12.1432,0.0041,Infinity,J02272+545,2MASS J02271705+5432479,16.605,0.03,UCAC4,15.593,0.07,14.949,0.05,UCAC4
J02336+249,4.0,0.2157,0.00922,J02336+249,9.985,0.004,0.006,0.0,19340.282274447378,4.128171498583665E-4,0.9526168632936398,0.1560649793411373,4.0,,,,3.0,1.5,,,13.706,0.06,11.5293,0.0028,10.2735,0.004,4.128171498583665E-4,J02336+249,GJ 102,14.654,0.15,UCAC4,13.706,0.06,12.978,0.07,UCAC4
J02353+235,3.5,0.5075,0.0234,J02353+235,30.442,0.335,0.024,0.001,8322.859458916184,7.080499382423076E-4,6.5355842067613406,1.3031242096147688,3.5,UMa,Karmn,,,,0.5468000173568726,,14.324,0.03,12.3786,0.0031,11.1706,0.0044,7.080499382423076E-4,J02353+235,2E 591,15.223,0.05,UCAC4,14.324,0.03,13.614,0.03,UCAC4
J02367+226,5.0,0.1688,0.0105,J02367+226,14.633,0.006,0.002,0.0,3001.72506501138,0.0025498670396788725,1.961357820080482,0.3449160709287636,5.0,,,,12.7,1.4,0.3697,,16.065,0.02,13.445,0.0029,12.1118,0.0039,0.0025498670396788725,J02367+226,G 36-26,17.07,0.1,UCAC4,16.065,0.02,15.288,0.05,UCAC4
J02367+320,3.5,,,J02367+320,19.463,0.017,0.0,0.0,0.0,Infinity,1.8242281087298404,0.458323709951992,3.5,,,,,,,,13.735,0.06,12.3269,0.0028,11.0449,0.01451,Infinity,J02367+320,G  74-34A,14.589,0.08,UCAC4,13.735,0.06,12.987,0.04,UCAC4
J02392+074,4.0,0.2416,0.0124,J02392+074,19.98,0.011,0.006,0.0,4830.231758489413,8.094849856756121E-4,1.8679675691820592,0.5914434439376984,4.0,,,,,,,,15.01,0.04,12.8596,0.0029,11.6248,0.004,8.094849856756123E-4,J02392+074,G 76-019,15.936,0.03,UCAC4,15.01,0.04,14.218,0.11,UCAC4
J02412-045,4.5,0.2198,0.0118,J02412-045,12.315,0.007,0.004,0.0,8476.154650685807,3.212541726537217E-4,0.49421744268455314,0.1903907822948216,4.5,IC,Karmn,,,,0.4022000133991241,,14.569,0.05,12.2509,0.0029,10.9763,0.0039,3.212541726537216E-4,J02412-045,G 75-035,15.556,0.09,UCAC4,14.569,0.05,13.793,0.05,UCAC4
J02441+492,1.5,,,J02441+492,11.189,0.004,0.0,0.0,0.0,Infinity,1.1773245180718686,0.1328947445307089,1.5,,,,,,,,,,9.1397,0.0028,8.0802,0.0039,Infinity,J02441+492,tet Per B,,,,,,,,
J02442+255,3.0,0.3443,0.0106,J02442+255,7.681,0.002,0.017,0.0,92602.14598003718,2.6187297569097982E-5,0.1712177982711776,0.040386221488200896,3.0,HS,Karmn,,2.0,,38.7,3.7,11.338,0.02,9.4673,0.0028,8.3163,0.0039,2.6187297569097986E-5,J02442+255,VX Ari,12.149,0.01,UCAC4,11.338,0.02,10.586,0.04,UCAC4
J02443+109W,1.0,,,J02443+109W,48.13,0.301,0.246,0.008,34128.01580625238,5.960205749654201E-4,56.390461787996706,16.375717414843116,1.0,LA,Karmn,,,,3.32,,11.813,0.02,10.3331,0.0036,9.3199,0.0044,5.960205749654201E-4,J02443+109W,MCC 401,12.453,0.02,UCAC4,11.813,0.02,11.108,0.05,UCAC4
J02518+294,4.0,,,J02518+294,22.928,0.028,0.0,0.0,0.0,Infinity,1.2978758890006725,0.4768734668860835,4.0,,,,19.2,1.7,0.895,,14.752,0.06,13.0754,0.0034,11.3215,0.007,Infinity,J02518+294,LP 298-042,15.714,0.14,UCAC4,14.752,0.06,13.989,0.06,UCAC4
J02519+224,4.0,0.2537,0.0124,J02519+224,27.019,0.037,0.027,0.0,11885.923329900055,0.006045554919367379,62.77825302210347,3.0726457606807855,4.0,LA/Cas,Karmn,,27.2,2.7,0.85757,3.0E-5,13.979,0.04,11.8931,0.003,10.6636,0.0046,0.00604555491936738,J02519+224,RBS 365,14.843,0.05,UCAC4,13.979,0.04,13.282,0.04,UCAC4
J02597+389,4.5,,,J02597+389,30.356,0.576,0.0,0.0,0.0,Infinity,2.208877772684498,0.6826237473494076,4.5,,,,,,0.2134,,16.301,0.09,14.1306,0.0095,12.4392,0.0067,Infinity,J02597+389,G 134-063,17.266,0.01,UCAC4,16.301,0.09,15.539,0.01,UCAC4
J03018-165S,3.5,,,J03018-165S,6.864,0.001,0.0,0.0,0.0,Infinity,0.8190908911656878,0.12150759242197529,3.5,,,,3.0,,1.393,0.046,11.947,0.001,10.0584,0.0028,8.8856,0.0039,Infinity,J03018-165S,LP 771-096,,,,11.947,0.001,,,
J03026-181,2.5,0.5,0.02,J03026-181,18.996,0.012,0.03,0.001,26718.038585647653,8.630873059359555E-5,0.9958301113303676,0.4227743512013589,2.5,HS,Karmn,,3.0,,,,12.563,0.01,10.7666,0.0028,9.6502,0.0039,8.630873059359558E-5,J03026-181,GJ 121.1,13.321,0.01,UCAC4,12.563,0.01,11.782,0.02,UCAC4
J03033-080,3.0,0.615,0.0269,J03033-080,41.755,1.499,0.044,0.002,8110.419884518425,0.0010779959798637125,18.242279070798013,4.955440082570884,3.0,,,,,,0.6262000203132629,,13.64,0.01,11.8279,0.0028,10.6759,0.0042,0.0010779959798637132,J03033-080,StM 20,14.395,0.01,UCAC4,13.64,0.01,12.925,0.03,UCAC4
J03095+457,2.0,,,J03095+457,17.205,0.175,0.0,0.0,0.0,Infinity,0.46761121186653853,0.18137647146499064,2.0,,,,,,,,10.891,0.05,9.2917,0.0056,8.1459,0.004,Infinity,J03095+457,GJ 125,11.62,0.06,UCAC4,10.891,0.05,10.168,0.02,UCAC4
J03104+584,1.0,0.4976,0.0197,J03104+584,22.51,0.01,0.037,0.001,23467.044323423008,9.259794575432995E-5,1.317687304654949,0.3717175561667301,1.0,,,,4.0,,,,12.402,0.05,10.7661,0.0028,9.7101,0.0038,9.259794575432997E-5,J03104+584,G 246-026,13.138,0.05,UCAC4,12.402,0.05,11.595,0.1,UCAC4
J03112+011,5.5,0.1568,0.0103,J03112+011,16.791,0.012,0.002,0.0,2279.7358924647024,8.479052222312093E-4,0.6522087279184968,0.22606304485503748,5.5,,,,,,0.1105850600397544,2.6257483E-6,17.199,0.005,14.1772,0.0029,12.8002,0.0043,8.479052222312091E-4,J03112+011,1RXS J031114.2+010655,,,,17.199,0.005,,,
J03119+615,0.0,,,J03119+615,36.386,0.495,0.0,0.0,0.0,Infinity,18.44106298968729,2.1453044856911507,0.0,,,,,,,,10.727,0.03,9.6142,0.004,8.5563,0.0039,Infinity,J03119+615,BD+60 637,11.354,0.08,UCAC4,10.727,0.03,10.052,0.09,UCAC4
J03147+114,2.0,0.853,0.037,J03147+114,56.709,0.532,0.093,0.005,9293.657195858657,5.306845363755219E-4,18.981418810291594,4.318157099565643,2.0,LA,Karmn,,,,4.3744001388549805,,13.667,0.01,12.1106,0.0032,10.852,0.0055,5.306845363755218E-4,J03147+114,RX J0314.7+1127,14.418,0.03,UCAC4,13.667,0.01,12.988,0.02,UCAC4
J03172+453,2.5,,,J03172+453,18.828,0.184,0.0,0.0,0.0,Infinity,0.5493886837060575,0.21424037980391455,2.5,,,,,,,,13.134,0.072,11.216,0.003,10.0398,0.0039,Infinity,J03172+453,G 78-028,13.9,0.0,APASS9,13.134,0.072,12.328,0.0,APASS9
J03194+619,4.0,,,J03194+619,27.9,2.3,0.0,0.0,0.0,Infinity,11.196398538866958,1.336786021401027,4.0,,,,17.1,1.5,,,14.733,0.03,13.2055,0.0058,11.3154,0.004,Infinity,J03194+619,G 246-033,15.652,0.08,UCAC4,14.733,0.03,14.044,0.08,UCAC4
J03217-066,2.0,0.4519,0.0118,J03217-066,17.243,0.007,0.033,0.0,35669.411358436155,6.400442018594328E-5,0.8123312957142532,0.22879063964638427,2.0,,,,2.0,,21.1,0.1,12.088,0.04,10.3625,0.0028,9.274,0.0041,6.400442018594328E-5,J03217-066,G 77-046,12.833,0.06,UCAC4,12.088,0.04,11.314,0.02,UCAC4
J03233+116,2.5,0.3906,0.0163,J03233+116,17.103,0.011,0.019,0.0,20874.52614773423,3.7720617065762285E-4,2.756396282831209,0.38751976614250405,2.5,UMa,Karmn,,3.0,,,,12.999,0.06,11.098,0.0029,9.9474,0.0042,3.7720617065762285E-4,J03233+116,G 5-32,13.764,0.02,UCAC4,12.999,0.06,12.202,0.02,UCAC4
J03236+056,4.5,0.499,0.0216,J03236+056,37.541,0.05,0.02,0.001,4560.6418304613835,4.1003000767968455E-4,3.1539507485758382,1.1401447580710113,4.5,LA/IC,Karmn,,,,0.7682999968528748,,15.31,0.03,13.0018,0.0029,11.728,0.0046,4.1003000767968445E-4,J03236+056,1RXS J032338.7+054117,16.243,0.08,UCAC4,15.31,0.03,14.587,0.01,UCAC4
J03241+237,0.0,,,J03241+237,20.717,0.013,0.0,0.0,0.0,Infinity,20.36309262613484,1.3529168026138747,0.0,,,,4.0,,,,11.273,0.01,9.9551,0.0028,8.9144,0.0072,Infinity,J03241+237,LP  356-14 A,11.913,0.052,APASS9,11.273,0.01,10.423,0.014,APASS9
J03257+058,4.5,,,J03257+058,25.143,0.019,0.0,0.0,0.0,Infinity,1.691638679660086,0.501590515665224,4.5,,,,,,0.448,,15.527,0.0,13.901,0.003,12.562,0.0068,Infinity,J03257+058,LP 532-081,16.545,0.12,UCAC4,15.527,0.0,14.81,0.06,UCAC4
J03272+273,1.0,0.5433,0.0204,J03272+273,30.336,0.019,0.054,0.001,18857.529243753484,5.217014472245988E-4,10.834904617586576,1.6255659895197208,1.0,UMa,Karmn,,,,9.360300064086914,,12.446,0.05,10.8941,0.0029,9.8885,0.0043,5.217014472245989E-4,J03272+273,CK Ari,13.138,0.04,UCAC4,12.446,0.05,11.671,0.08,UCAC4
J03286-156,3.5,,,J03286-156,22.831,0.418,0.0,0.0,0.0,Infinity,3.273748404543561,0.9899844922048656,3.5,,,,,,,,14.91,0.004,12.9313,0.006,11.5781,0.004,Infinity,J03286-156,LP 772-072,16.011,0.038,APASS9,14.91,0.004,14.335,0.0,APASS9
J03288+264,3.0,0.2532,0.0126,J03288+264,15.353,0.008,0.007,0.0,9543.753947942329,2.2569735720538242E-4,0.6076224438236244,0.2031049990841273,3.0,LA,Karmn,,2.8,0.4,3.235,,14.236,0.07,12.1377,0.0029,10.9282,0.0039,2.2569735720538248E-4,J03288+264,LP 356-106,15.129,0.03,UCAC4,14.236,0.07,13.424,0.04,UCAC4
J03303+346,4.0,,,J03303+346,22.8,1.0,0.0,0.0,0.0,Infinity,2.342266325770933,0.5095129032560209,4.0,,,,,,,,14.933,0.14,13.386,0.0193,11.7401,0.004,Infinity,J03303+346,2MASS J03302331+3440325,15.782,0.06,UCAC4,14.933,0.14,14.289,0.01,UCAC4
J03325+287,4.5,,,J03325+287,13.7,0.7,0.0,0.0,0.0,Infinity,0.9636071807255989,0.18126596359917047,4.5,,,,21.9,2.0,,,14.576,0.02,12.8056,0.0185,11.176,0.0041,Infinity,J03325+287,RX J0332.6+2843,15.422,0.03,UCAC4,14.576,0.02,13.88,0.01,UCAC4
J03332+462,0.0,0.712,0.0257,J03332+462,36.389,0.021,0.101,0.003,24512.5679852316,0.0037056908354066932,143.94608323703326,6.784019684301978,0.0,LA,Karmn,AB Dor,15.0,,3.1503000259399414,,11.832,0.002,10.497,0.0037,9.5899,0.0072,0.0037056908354066932,J03332+462,BD+45 784,,,,11.832,0.002,,,
J03361+313,4.5,0.2349,0.0122,J03361+313,13.66,0.008,0.005,0.0,8611.449684701664,7.977750712245017E-4,1.5341214276744304,0.29543560588015827,4.5,Cas,Karmn,,15.7,0.4,0.8569999933242798,,14.751,0.07,12.3596,0.0029,11.0723,0.0043,7.977750712245019E-4,J03361+313,[GBM90] Per 49,15.655,0.1,UCAC4,14.751,0.07,13.995,0.03,UCAC4
J03366+034,4.5,0.47,0.02,J03366+034,26.776,0.025,0.018,0.0,8068.425265789125,4.516370832430786E-4,3.1265930652822282,0.7387476932566528,4.5,LA,Karmn,,130.9,,0.33,,14.652,0.05,12.395,0.0031,11.1203,0.0051,4.5163708324307857E-4,J03366+034,[R78b] 233,15.518,0.07,UCAC4,14.652,0.05,13.944,0.05,UCAC4
J03372+691,3.5,,,J03372+691,36.973,0.027,0.0,0.0,0.0,Infinity,10.946165686350685,1.8993421815845,3.5,,,,,,0.77,,14.975,0.04,12.8522,0.0029,11.6056,0.0042,Infinity,J03372+691,LP 54-19,15.723,0.17,UCAC4,14.975,0.04,14.202,0.13,UCAC4
J03375+178S,3.5,,,J03375+178S,38.797,0.047,0.0,0.0,0.0,Infinity,22.208835935794703,3.137950389794258,3.5,,,,,,0.48,,13.942,0.002,12.0792,0.0029,10.8741,0.0042,Infinity,J03375+178S,LP 413-019,,,,13.942,0.002,,,
J03394+249,3.0,0.3125,0.0143,J03394+249,15.961,0.008,0.011,0.0,13876.505952589176,2.583503405248825E-4,1.0929769447021582,0.21798562858635712,3.0,,,,32.0,,,,13.624,0.01,11.5956,0.0028,10.4183,0.0039,2.583503405248824E-4,J03394+249,KP Tau,14.498,0.01,UCAC4,13.624,0.01,12.871,0.06,UCAC4
J03397+334,3.0,0.7515,0.0286,J03397+334,39.106,0.062,0.058,0.001,12188.461064683908,0.001106948576572375,24.692479797367017,3.1753227089181904,3.0,,,,,,,,13.58,0.001,11.7712,0.0029,10.5908,0.0044,0.0011069485765723749,J03397+334,HD 278874B,,,,13.58,0.001,,,
J03416+552,0.0,0.7443,0.0261,J03416+552,35.817,0.019,0.1,0.002,25051.23972139948,4.760642496758725E-4,18.309431315365835,2.0971562098779204,0.0,LA,Karmn,Col,,,4.681000232696533,,12.002,0.02,10.5569,0.0029,9.6074,0.0041,4.7606424967587237E-4,J03416+552,TYC 3720-426-1,12.631,0.06,UCAC4,12.002,0.02,11.251,0.03,UCAC4
J03463+262,0.0,0.58,0.013,J03463+262,14.386,0.005,0.072,0.0,111804.6967317622,2.3845151118919004E-5,0.6603008202397116,0.19566304718805477,0.0,HS,Karmn,,3.3,4.0,,,10.529,0.097,8.8714,0.0028,7.9064,0.0038,2.3845151118919004E-5,J03463+262,HD 23453,11.073,0.01,UCAC4,10.529,0.097,9.58,0.01,UCAC4
J03473-019,3.0,0.4689,0.0286,J03473-019,16.826,0.008,0.031,0.0,35189.05218752783,9.690229461628785E-4,11.553272789103982,0.8761771281156184,3.0,LA,Karmn,AB Dor,5.2,1.5,3.879274,0.0019183197,12.281,0.03,10.5058,0.0029,9.3594,0.0041,9.690229461628787E-4,J03473-019,G 80-021,13.066,0.02,UCAC4,12.281,0.03,11.559,0.07,UCAC4
J03480+686,1.5,,,J03480+686,17.862,0.034,0.0,0.0,0.0,Infinity,1.5807459964686716,0.32034925427613997,1.5,,,,1.4,0.3,,,11.559,0.01,10.4781,0.0032,8.7508,0.0052,Infinity,J03480+686,G 221-24,12.282,0.18,UCAC4,11.559,0.01,10.806,0.17,UCAC4
J03510+142,4.5,0.674,0.027,J03510+142,40.033,0.07,0.036,0.001,7218.946964704672,0.0014273549800541316,19.76258526110165,2.7388365194855235,4.5,LA/IC,Karmn,,,,2.54229998588562,,14.657,0.03,12.4934,0.003,11.2313,0.0042,0.0014273549800541316,J03510+142,2MASS J03510078+1413398,15.506,0.06,UCAC4,14.657,0.03,13.956,0.03,UCAC4
J03519+397,0.0,0.6282,0.0228,J03519+397,32.237,0.02,0.088,0.002,27213.293602322447,9.495359688493186E-5,3.2136854784374522,1.0372343446935899,0.0,,,,,,,,11.771,0.04,10.3928,0.0028,9.4566,0.0038,9.495359688493186E-5,J03519+397,TYC 2868-639-1,12.414,0.05,UCAC4,11.771,0.04,11.025,0.03,UCAC4
J03544-091,1.0,,,J03544-091,21.094,0.01,0.0,0.0,0.0,Infinity,2.2370320095846594,0.5617873203437511,1.0,,,,,,,,11.985,0.06,10.5399,0.0028,9.4831,0.0039,Infinity,J03544-091,StKM 1-430,12.744,0.06,UCAC4,11.985,0.06,11.166,0.12,UCAC4
J03548+163,4.0,0.5441,0.0228,J03548+163,43.968,0.132,0.027,0.001,4488.467094411429,0.002134804506125948,22.168237527536263,3.8219503383176012,4.0,HS,Karmn,,12.5,1.0,,,15.04,0.06,12.9398,0.0029,11.705,0.0041,0.002134804506125948,J03548+163,LP 413-108,15.892,0.06,UCAC4,15.04,0.06,14.312,0.06,UCAC4
J03565+319,3.5,0.6542,0.0261,J03565+319,47.996,0.06,0.039,0.001,5440.793195808901,0.0013942819902640847,20.913393716260128,3.8678475424296423,3.5,HS,Karmn,,,,5.756800174713135,,14.701,0.11,12.7187,0.0028,11.5096,0.0039,0.0013942819902640847,J03565+319,HAT 214-02089,15.513,0.09,UCAC4,14.701,0.11,13.946,0.09,UCAC4
J03574-011,2.5,,,J03574-011,15.269,0.01,0.0,0.0,0.0,Infinity,8.259311657548116,0.6930656842977863,2.5,,,,10.0,,,,13.929,0.006,10.4378,0.0029,9.3074,0.004,Infinity,J03574-011,BD-01 565B,,,,13.929,0.006,,,
J04056+057,3.5,,,J04056+057,62.134,0.397,0.0,0.0,0.0,Infinity,53.0721725502846,7.706483791789535,3.5,,,,,,1.46,,13.547,0.06,12.0285,0.0034,10.4771,0.0088,Infinity,J04056+057,[R78b] 256,14.365,0.06,UCAC4,13.547,0.06,12.878,0.06,UCAC4
J04059+712W,5.0,,,J04059+712W,18.307,0.031,0.0,0.0,0.0,Infinity,2.9575975655764175,0.45924181216270676,5.0,,,,,,,,16.244,0.001,14.2149,0.0029,12.3533,0.0137,Infinity,J04059+712W,LP 031-302 A,15.256,0.15,UCAC4,16.244,0.001,13.635,0.09,UCAC4
J04081+743,3.5,0.2528,0.0123,J04081+743,15.917,0.005,0.007,0.0,8879.393315732623,1.5226265466776435E-4,0.40992153154947597,0.1743379260997237,3.5,,,,,,,,14.042,0.03,12.0502,0.0028,10.8563,0.0038,1.5226265466776432E-4,J04081+743,LP 032-016,14.867,0.15,UCAC4,14.042,0.03,13.212,0.07,UCAC4
J04122+647,4.0,0.2169,0.0118,J04122+647,12.062,0.003,0.004,0.0,8835.456777620446,4.4887323654326796E-4,0.6905466198973662,0.1375521516685139,4.0,HS,Karmn,,7.2,0.2,1.6003999710083008,,14.397,0.04,12.2113,0.0028,10.946,0.0038,4.488732365432679E-4,J04122+647,G 247-015,15.362,0.06,UCAC4,14.397,0.04,13.703,0.06,UCAC4
J04123+162,4.0,0.4886,0.0205,J04123+162,35.411,0.114,0.022,0.001,5638.375247077381,6.161349369062558E-4,5.213240899902723,1.6312011975135388,4.0,Hya,Ster95,Hya,6.0,,,,14.711,0.03,12.6693,0.0028,11.4501,0.0039,6.161349369062558E-4,J04123+162,HG 7-124,15.577,0.03,UCAC4,14.711,0.03,13.981,0.03,UCAC4
J04148+277,3.5,0.4658,0.0192,J04148+277,22.667,0.017,0.023,0.0,14386.24384987311,1.7475026596237055E-4,1.545805905654412,0.4390236367519455,3.5,HS,Karmn,,3.0,,17.57,,13.487,0.07,11.5722,0.0028,10.3992,0.004,1.7475026596237058E-4,J04148+277,HG 8-1,14.351,0.04,UCAC4,13.487,0.07,12.741,0.08,UCAC4
J04153-076,4.5,0.2535,0.0139,J04153-076,5.014,0.002,0.006,0.0,76699.10006550583,7.720168972080389E-4,1.7815062074827346,0.1093640739427386,4.5,,,,2.1,1.5,,,12.248,0.001,9.7753,0.0029,8.5012,0.0038,7.720168972080387E-4,J04153-076,omi02 Eri C,9.607,0.01,UCAC4,12.248,0.001,9.489,0.01,UCAC4
J04173+088,4.5,0.2722,0.0131,J04173+088,14.585,0.008,0.007,0.0,10575.303670296218,9.403039907091472E-4,2.531486481925776,0.46205229251230545,4.5,LA,Karmn,,190.3,,0.369723,1.4538826E-5,14.612,0.06,12.2349,0.003,10.9447,0.0041,9.403039907091476E-4,J04173+088,LTT 11392,15.535,0.09,UCAC4,14.612,0.06,13.873,0.04,UCAC4
J04177+410,3.5,,,J04177+410,30.484,0.031,0.0,0.0,0.0,Infinity,8.63660140194787,1.340085672938327,3.5,,,,,,,,13.967,0.01,12.1506,0.0028,10.9835,0.0041,Infinity,J04177+410,LSPM J0417+4103A,14.828,0.02,UCAC4,13.967,0.01,13.242,0.01,UCAC4
J04221+192,3.0,0.5907,0.0229,J04221+192,35.811,0.039,0.041,0.001,10274.450740916873,8.458846320738351E-4,13.33841677774874,1.9122848948523041,3.0,,,,,,,,13.634,0.02,11.8316,0.0029,10.6839,0.0041,8.458846320738351E-4,J04221+192,LP 415-636,14.4,0.02,UCAC4,13.634,0.02,12.934,0.01,UCAC4
J04224+036,3.5,0.4659,0.0192,J04224+036,35.912,0.034,0.02,0.0,4983.775768784282,0.004183374593490576,32.1785166538836,3.8477164093597365,3.5,HS,Karmn,,,,,,14.842,0.05,12.7744,0.0029,11.5656,0.004,0.004183374593490576,J04224+036,RX J0422.4+0337,15.685,0.02,UCAC4,14.842,0.05,14.115,0.02,UCAC4
J04234+809,4.0,0.6901,0.0322,J04234+809,41.693,0.801,0.043,0.002,7949.6832564418455,0.0010258270008887426,16.964922351439927,2.6711173115700277,4.0,,,,,,,,14.233,0.08,12.2866,0.0037,11.0621,0.004,0.0010258270008887428,J04234+809,1RXS J042323.2+805511,15.026,0.07,UCAC4,14.233,0.08,13.463,0.03,UCAC4
J04238+092,3.0,0.7591,0.0285,J04238+092,44.728,0.049,0.066,0.001,10602.117791767536,9.164206429413456E-4,23.262054906118077,3.1842872876424146,3.0,HS,Karmn,,,,,,13.625,0.03,11.8112,0.0029,10.675,0.0045,9.164206429413457E-4,J04238+092,LP 535-073,14.363,0.04,UCAC4,13.625,0.03,12.896,0.03,UCAC4
J04238+149,3.5,0.6601,0.0269,J04238+149,38.971,0.326,0.045,0.001,9522.19517483622,6.274813522434795E-4,10.859820194808364,1.9156905247721951,3.5,Hya,Ster95,Hya,,,0.9200000166893004,,14.09,0.03,12.1347,0.0028,10.9526,0.0039,6.274813522434794E-4,J04238+149,IN Tau,14.935,0.04,UCAC4,14.09,0.03,13.348,0.04,UCAC4
J04247-067,4.0,,,J04247-067,35.408,0.073,0.0,0.0,0.0,Infinity,19.44656765814545,3.1673253693165977,4.0,,,,,,,,14.714,0.04,12.5229,0.0028,11.2781,0.0039,Infinity,J04247-067,2MASS J04244260-0647313,15.6,0.06,UCAC4,14.714,0.04,13.913,0.01,UCAC4
J04252+080S,2.5,,,J04252+080S,33.697,0.692,0.0,0.0,0.0,Infinity,4.215274390473785,1.0816758326757778,2.5,,,,,,,,13.358,0.02,11.5641,0.0028,10.4313,0.0039,Infinity,J04252+080S,HG 7-206,14.165,0.02,UCAC4,13.358,0.02,12.637,0.02,UCAC4
J04252+172,3.5,0.8745,0.0341,J04252+172,51.779,0.518,0.077,0.002,9229.774263419793,0.0014708919011625862,43.55928670337854,4.51763953896244,3.5,,,,6.0,,,,13.955,0.04,11.9982,0.0028,10.7962,0.0039,0.0014708919011625866,J04252+172,V805 Tau,14.746,0.05,UCAC4,13.955,0.04,13.245,0.01,UCAC4
J04276+595,4.0,,,J04276+595,22.811,0.009,0.0,0.0,0.0,Infinity,2.163316729328071,0.4994185372587656,4.0,,,,3.9,1.5,6.85,,15.084,0.09,13.0167,0.0028,11.7734,0.0038,Infinity,J04276+595,G 175-032,16.135,0.2,UCAC4,15.084,0.09,14.438,0.05,UCAC4
J04284+176,2.0,,,J04284+176,47.805,0.922,0.0,0.0,0.0,Infinity,35.56519701787657,3.525341525617768,2.0,,,,,,2.450000047683716,,12.837,0.03,11.3604,0.0032,10.2551,0.0069,Infinity,J04284+176,V1102 Tau,13.576,0.04,UCAC4,12.837,0.03,12.122,0.04,UCAC4
J04290+219,0.5,0.6773,0.0166,J04290+219,11.229,0.003,0.115,0.002,293105.07642907306,3.293017147583157E-5,1.456468580625687,0.19345136329651683,0.5,,,,3.9,1.5,25.4,0.3,9.148,0.001,7.7041,0.0028,6.8045,0.0039,3.2930171475831586E-5,J04290+219,BD+21 652,10.117,0.99,UCAC4,9.148,0.001,8.496,0.99,UCAC4
J04304+398,4.5,0.2128,0.0117,J04304+398,10.888,0.003,0.004,0.0,10843.550027857053,4.960552746196152E-4,0.7631314707216141,0.12754325338703623,4.5,LA,Karmn,,14.2,0.5,0.718,0.01,14.664,0.05,12.3067,0.0028,11.0105,0.0038,4.960552746196152E-4,J04304+398,V546 Per,15.738,0.08,UCAC4,14.664,0.05,13.959,0.01,UCAC4
J04310+367,3.0,,,J04310+367,40.765,0.458,0.0,0.0,0.0,Infinity,5.363613166350547,1.431887873559906,3.0,,,,,,13.26,,14.046,0.06,12.8053,0.0033,11.0442,0.008,Infinity,J04310+367,PM J04310+3647A,14.887,0.07,UCAC4,14.046,0.06,13.324,0.07,UCAC4
J04312+422,2.5,0.5056,0.0196,J04312+422,22.305,0.011,0.034,0.001,21962.51830047304,7.10118917345489E-4,9.285799515417121,0.9603741483154514,2.5,Cas,Karmn,,,,3.9751999378204346,,12.649,0.03,10.8997,0.003,9.8021,0.0046,7.101189173454892E-4,J04312+422,2MASS J04311499+4217111,13.431,0.05,UCAC4,12.649,0.03,11.921,0.03,UCAC4
J04326+098,1.5,,,J04326+098,43.015,0.518,0.175,0.008,30395.259947069706,2.3997163246752823E-4,16.151290448172144,2.079251657654307,1.5,,,,,,,,12.389,0.02,10.8715,0.0031,9.7921,0.0038,2.399716324675282E-4,J04326+098,LP 475-1095,13.115,0.03,UCAC4,12.389,0.02,11.657,0.07,UCAC4
J04333+239,3.0,,,J04333+239,43.596,0.874,0.0,0.0,0.0,Infinity,45.97996827368898,4.808392578182969,3.0,,,,11.0,,,,13.317,0.02,12.2817,0.0031,10.4697,0.0077,Infinity,J04333+239,V* V697 Tau A,14.101,0.09,UCAC4,13.317,0.02,12.657,0.01,UCAC4
J04335+207,4.0,0.175,0.0106,J04335+207,13.603,0.006,0.003,0.0,5210.261791461298,0.0017895454646562937,2.064777575068188,0.3478941875088007,4.0,,,,27.1,2.0,0.3354,,15.196,0.01,12.8909,0.0028,11.6109,0.0039,0.0017895454646562937,J04335+207,G 8-41,16.212,0.05,UCAC4,15.196,0.01,14.53,0.01,UCAC4
J04347-004,4.0,0.3117,0.0143,J04347-004,18.931,0.034,0.01,0.0,8967.27633801197,2.325120760814218E-4,0.8942414246212944,0.2899315065377317,4.0,,,,,,,,14.479,0.03,12.2723,0.0028,11.0321,0.0038,2.325120760814218E-4,J04347-004,G 82-033,15.435,0.11,UCAC4,14.479,0.03,13.702,0.02,UCAC4
J04350+086,1.0,0.9864,0.0618,J04350+086,59.341,2.637,0.172,0.018,15697.352427795331,6.046879351037673E-4,40.00083389109604,5.840830114239353,1.0,HS,Karmn,,,,11.64490032196045,,12.576,0.04,11.1527,0.0046,10.1157,0.0041,6.046879351037673E-4,J04350+086,StKM 1-495,13.291,0.05,UCAC4,12.576,0.04,11.871,0.04,UCAC4
